,player,career_start,career_end,games,games_started,completions,passing_attempts,incompletions,completion_%,passing_yards,passing_tds,interceptions,pick_6s,touchdown_%,int_%,passer_rating,sacks_taken,sack_yards,sack_%,passing_yards_per_attempt,adjusted_passing_yards_per_attempt,adjusted_net_passing_yards_per_attempt,passing_yards_per_completion,passing_yards_per_game,pass_success_rate,wins,losses,ties,fourth_quarter_comebacks,game_winning_drives,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,rushing_yards_per_game,rushing_first_downs,rush_success_rate,pro_bowls,first_team_all_pros,super_bowls,hall_of_fame,hall_of_fame_eligible,16_games,winning_%,passing_yards_per_16_games,passing_attempts_per_16_games,passing_tds_per_16_games,int_per_16_games,pick_6_per_16_games,sacks_per_16_games,sacks_yards_per_16_games,wins_per_16_games,losses_per_16_games,ties_per_16_games,fourth_quarter_comebacks_per_16_games,game_winning_drives_per_16_games,rushing_yards_per_16_games,rushing_tds_per_16_games,rushing_first_downs_per_16_games,pro_bowls_per_16_games,first_team_all_pros_per_16_games,super_bowls_per_16_games
794,Tim Riordan,1987,1987,0.0,0.0,0.0,7.157683773530885e-05,0.00019928258270227183,0.0,1.949013799017697e-05,0.0,0.0,0.0,0.0,0.0,0.2501579279848389,0.0,0.0,0.0,0.02631578947368421,0.5487804878048781,0.5487804878048781,0.012195121951219513,0.006920415224913495,0.0,0.0,0.0,0.0,0.0,0.0,0.000846740050804403,0.035678889990089196,0.32432432432432434,0.0,0.2541507024265645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007204757344723752,0.026321191164164023,0.0,0.0,0.007204757344723752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553679449580873,0.0,0.0,0.0,0.0,0.0
795,Alan Risher,1985,1987,0.04712041884816754,0.007874015748031496,0.004914553780855579,0.005296685992412855,0.005978477481068155,0.595,0.005515709051220083,0.004070556309362279,0.00819672131147541,0.0,0.08199999999999999,0.040999999999999995,0.505369551484523,0.018575851393188854,0.014360313315926894,0.13949999999999999,0.2263157894736842,0.629390243902439,0.6071951219512196,0.1682926829268293,0.1096885813148789,0.0,0.006993006993006993,0.007936507936507936,0.0,0.0,0.013888888888888888,0.010160880609652836,0.045731275661900044,0.41081081081081083,0.012987012987012988,0.2656449553001277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04731993299832495,0.67,0.1096558447594199,0.09817946410244263,0.07195888063963449,0.0252,0.1096558447594199,0.07560189004725118,0.07189999999999999,0.10077984403119375,0.050389922015596875,0.0,0.0,0.050389922015596875,0.26510096611022765,0.050389922015596875,0.07560189004725118,0.0,0.0,0.0
796,James Ritchey,1997,1997,0.0,0.0,0.00022338880822070814,0.0001431536754706177,0.0,1.0,0.00016566617291650427,0.0,0.0,0.0,0.0,0.0,0.6184459886291851,0.0015479876160990713,0.001678478179783663,0.3333,0.2236842105263158,0.6402439024390244,0.5731707317073171,0.10365853658536585,0.05882352941176471,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.000846740050804403,0.0361036386804474,0.40540540540540543,0.0,0.29246487867177523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06124584153857128,0.052626592771540893,0.0,0.0,0.06124584153857128,0.1250281257031426,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.295322875796102,0.0,0.1250281257031426,0.0,0.0,0.0
797,John Roach,1956,1964,0.16753926701570682,0.06036745406824147,0.020328381548084442,0.029561233984682557,0.046034276604224794,0.441,0.026964605909409838,0.032564450474898234,0.10109289617486339,0.0,0.11599999999999999,0.09,0.3076437144662034,0.043343653250773995,0.05818724356583365,0.0737,0.2026315789473684,0.5954878048780489,0.5832926829268293,0.1975609756097561,0.15397923875432526,0.0,0.024475524475524476,0.09523809523809523,0.1111111111111111,0.03636363636363636,0.027777777777777776,0.03640982218458933,0.04927084808155175,0.3054054054054054,0.025974025974025976,0.23499361430395913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16750418760469007,0.35,0.15441915561886768,0.16061137163879807,0.16876070816676184,0.0911,0.15441915561886768,0.051751293782344554,0.08538888888888889,0.10317936412717456,0.17756448710257947,0.07739938080495357,0.029394121175764842,0.029394121175764842,0.23489503839668852,0.029394121175764842,0.051751293782344554,0.0,0.0,0.0
798,Archie Roberts,1967,1967,0.0,0.0,0.0005584720205517703,0.0007157683773530885,0.0009964129135113591,0.5,0.00012668589693615032,0.0,0.00273224043715847,0.0,0.0,0.1,0.10549589387239418,0.0030959752321981426,0.004475941812756434,0.16670000000000001,0.05526315789473684,0.5073170731707317,0.48987804878048785,0.039024390243902446,0.04498269896193772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03525414129973099,0.24324324324324326,0.0,0.21583652618135377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04683416520575602,0.2631645429712787,0.0,0.16670000000000001,0.04683416520575602,0.24998124953123824,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.21541301412007255,0.0,0.24998124953123824,0.0,0.0,0.0
799,Matt Robinson,1977,1982,0.1806282722513089,0.05249343832020997,0.027253434602926393,0.03743468613556653,0.05559984057393384,0.467,0.03431238793170656,0.024423337856173677,0.10382513661202186,0.08333333333333333,0.068,0.073,0.3171193935565382,0.0913312693498452,0.08765386049981351,0.1014,0.2026315789473684,0.5993902439024391,0.5843902439024391,0.18780487804878052,0.1809688581314879,0.0,0.03496503496503497,0.07936507936507936,0.0,0.01818181818181818,0.013888888888888888,0.04911092294665537,0.05181934022370098,0.2972972972972973,0.05194805194805195,0.23754789272030652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1809045226130653,0.5,0.1808755087968077,0.18854309759525048,0.11736150770988006,0.0868,0.1808755087968077,0.1010275256881422,0.11923333333333333,0.13677264547090578,0.13677264547090578,0.0,0.013797240551889621,0.013797240551889621,0.23675693817374002,0.05458908218356328,0.1010275256881422,0.0,0.0,0.0
800,Tony Robinson,1987,1987,0.0,0.0,0.0012286384452138948,0.0012883830792355592,0.0013949780789159027,0.611,0.0015007406252436268,0.0,0.00546448087431694,0.0,0.0,0.111,0.30701200252684774,0.0030959752321981426,0.002237970906378217,0.1,0.24736842105263157,0.5907317073170733,0.5792682926829269,0.1804878048780488,0.5328719723183392,0.0,0.0,0.0,0.0,0.0,0.0,0.001693480101608806,0.03525414129973099,0.24324324324324326,0.0,0.21583652618135377,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.5548203566279227,0.4736867036142295,0.0,0.3333,0.5548203566279227,0.24998124953123824,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.21541301412007255,0.0,0.24998124953123824,0.0,0.0,1.0
801,Steve Romanik,1950,1954,0.0968586387434555,0.03674540682414698,0.01999329833575338,0.030992770739388734,0.05061777600637705,0.413,0.024927886489436345,0.017639077340569877,0.09836065573770492,0.0,0.06,0.083,0.23057485786481363,0.0,0.057441253263707574,0.0,0.18157894736842106,0.582439024390244,0.5487804878048781,0.18658536585365856,0.23979238754325258,0.0,0.02097902097902098,0.06349206349206349,0.0,0.01818181818181818,0.013888888888888888,0.02286198137171888,0.04020954268724338,0.2783783783783784,0.03896103896103896,0.227330779054917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09715242881072025,0.43,0.23935444682465398,0.2872594066284559,0.15591090805254137,0.15130000000000002,0.23935444682465398,0.0,0.14378888888888888,0.15116976604679064,0.2015596880623875,0.0,0.025194961007798437,0.025194961007798437,0.22716775477261647,0.07558488302339532,0.0,0.0,0.0,0.0
802,Gene Ronzani,1944,1944,0.018324607329842934,0.013123359580052493,0.002904054506869206,0.004008302913177296,0.005978477481068155,0.46399999999999997,0.0043852810477898185,0.012211668928086838,0.01366120218579235,0.0,0.322,0.08900000000000001,0.48325963360707513,0.0,0.0,0.0,0.23684210526315788,0.6365853658536585,0.5487804878048781,0.22195121951219512,0.20069204152249134,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.010160880609652836,0.03893529661616877,0.3027027027027027,0.0,0.25798212005108556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01842546063651591,0.0,0.2008880030954733,0.176843036015979,0.5139920045688178,0.1,0.2008880030954733,0.0,0.0,0.0,0.0,0.0,0.11997600479904018,0.0,0.25696614219160785,0.0,0.0,0.0,0.0,0.0
803,Jim Root,1953,1956,0.049738219895287955,0.02099737532808399,0.01206299564391824,0.017822632596091903,0.028098844161020327,0.434,0.014461682388711313,0.014925373134328356,0.04371584699453552,0.0,0.08800000000000001,0.064,0.3221730890713834,0.0,0.04308093994778068,0.0,0.18421052631578946,0.596829268292683,0.5487804878048781,0.17926829268292685,0.26332179930795846,0.0,0.0034965034965034965,0.047619047619047616,0.1111111111111111,0.0,0.0,0.03640982218458933,0.043324366416536884,0.2783783783783784,0.03896103896103896,0.25287356321839083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04983249581239531,0.12,0.2634891950256263,0.3145279711998484,0.251284980011422,0.128,0.2634891950256263,0.0,0.20533333333333334,0.04799040191961607,0.2879424115176964,0.24767801857585142,0.0,0.0,0.25185191104434196,0.1439712057588482,0.0,0.0,0.0,0.0
805,Sage Rosenfels,2002,2010,0.11256544502617802,0.031496062992125984,0.039204735842734276,0.04022618280724358,0.04204862495017936,0.625,0.040519996881577924,0.04070556309362279,0.07923497267759563,0.027777777777777776,0.106,0.052000000000000005,0.5129500947567909,0.029411764705882356,0.023685192092502798,0.0327,0.22105263157894736,0.6236585365853659,0.6185365853658537,0.15609756097560978,0.33391003460207613,0.513,0.02097902097902098,0.047619047619047616,0.0,0.03636363636363636,0.027777777777777776,0.04064352243861134,0.04870451649440748,0.2972972972972973,0.012987012987012988,0.24393358876117496,0.023809523809523808,0.25,0.0,0.0,0.0,0.0,1.0,0.1126465661641541,0.5,0.3338874345832676,0.32267538250201316,0.31153626499143344,0.10550000000000001,0.3338874345832676,0.051826295657391434,0.05131111111111111,0.1307738452309538,0.1307738452309538,0.0,0.04379124175164966,0.04379124175164966,0.24302187132914072,0.02159568086382723,0.051826295657391434,0.0,0.0,0.0
806,Timm Rosenbach,1989,1992,0.06544502617801047,0.05249343832020997,0.03294984921255445,0.039438837592155176,0.05101634117178159,0.535,0.03584236376393545,0.021709633649932156,0.06557377049180328,0.05555555555555555,0.057999999999999996,0.044000000000000004,0.41692987997473147,0.0804953560371517,0.06266318537859009,0.0862,0.2026315789473684,0.6132926829268293,0.6009756097560977,0.16463414634146342,0.49619377162629763,0.0,0.017482517482517484,0.11904761904761904,0.0,0.01818181818181818,0.013888888888888888,0.0855207451312447,0.10703666997026759,0.3783783783783784,0.03896103896103896,0.4648786717752235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06532663316582915,0.25,0.4977119004952325,0.5370344054442391,0.2821245002855511,0.1481,0.4977119004952325,0.2407560189004725,0.23045555555555555,0.18536292741451707,0.555488902219556,0.0,0.037192561487702454,0.037192561487702454,0.46549891722137426,0.11097780443911218,0.2407560189004725,0.0,0.0,0.0
807,Ed Rubbert,1987,1987,0.005235602094240839,0.007874015748031496,0.002904054506869206,0.0035072650490301335,0.004583499402152252,0.531,0.005203866843377251,0.005427408412483039,0.00273224043715847,0.027777777777777776,0.16399999999999998,0.02,0.6961465571699305,0.0015479876160990713,0.001678478179783663,0.02,0.3131578947368421,0.6898780487804879,0.6848780487804879,0.2621951219512195,0.6204152249134949,0.0,0.01048951048951049,0.0,0.0,0.0,0.0,0.007620660457239627,0.03964321110009911,0.33513513513513515,0.0,0.34738186462324394,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.005443886097152428,1.0,0.612464900315816,0.4071968799835788,0.6010850942318674,0.0526,0.612464900315816,0.03945098627465686,0.05263333333333333,0.9472105578884221,0.0,0.0,0.0,0.0,0.3457939444306822,0.0,0.03945098627465686,0.0,0.0,0.31553689262147566
808,T.J. Rubley,1993,1995,0.02356020942408377,0.01837270341207349,0.012509773260359656,0.013957483358385226,0.01654045436428856,0.574,0.013438450144227022,0.010854816824966078,0.01912568306010929,0.027777777777777776,0.08199999999999999,0.036000000000000004,0.49336702463676557,0.020123839009287926,0.01976874300634092,0.0625,0.21315789473684207,0.6252439024390244,0.6142682926829268,0.16219512195121955,0.4833910034602076,0.0,0.006993006993006993,0.03968253968253968,0.0,0.01818181818181818,0.013888888888888888,0.026248941574936492,0.05054509415262636,0.33783783783783783,0.0,0.3537675606641124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023450586264656615,0.29,0.48729926439276194,0.4966131400691582,0.36836093660765273,0.1129,0.48729926439276194,0.1572789319732993,0.18996666666666667,0.1937612477504499,0.483503299340132,0.0,0.09658068386322735,0.09658068386322735,0.3546080021735482,0.0,0.1572789319732993,0.0,0.0,0.0
809,Jake Rudock,2017,2017,0.005235602094240839,0.0,0.0003350832123310622,0.00035788418867654427,0.00039856516540454366,0.6,0.0002533717938723006,0.0,0.00273224043715847,0.027777777777777776,0.0,0.2,0.20530638029058748,0.0,0.0,0.0,0.1526315789473684,0.49756097560975615,0.49756097560975615,0.10975609756097561,0.03460207612456748,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.03525414129973099,0.24324324324324326,0.0,0.21583652618135377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005443886097152428,0.0,0.03451063636619103,0.04155811346375507,0.0,0.0526,0.03451063636619103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21541301412007255,0.0,0.0,0.0,0.0,0.0
812,Benny Russell,1968,1968,0.0,0.0,0.00011169440411035407,0.0001431536754706177,0.00019928258270227183,0.5,4.872534497544242e-05,0.0,0.0,0.0,0.0,0.0,0.3550221099178774,0.0,0.0,0.0,0.06578947368421052,0.5670731707317074,0.5487804878048781,0.04878048780487805,0.01730103806228374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03525414129973099,0.24324324324324326,0.0,0.21583652618135377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018012974183493256,0.052626592771540893,0.0,0.0,0.018012974183493256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21541301412007255,0.0,0.0,0.0,0.0,0.0
813,JaMarcus Russell,2007,2009,0.07853403141361257,0.06561679790026247,0.03953981905506534,0.04867224966001002,0.06496612196094062,0.521,0.039808606844936464,0.024423337856173677,0.06284153005464481,0.0,0.052000000000000005,0.034,0.4118761844598863,0.10835913312693499,0.08522939201790378,0.09330000000000001,0.18421052631578946,0.6098780487804878,0.5967073170731708,0.15243902439024393,0.4626297577854671,0.34299999999999997,0.024475524475524476,0.14285714285714285,0.0,0.05454545454545454,0.05555555555555555,0.03386960203217612,0.060031148237292935,0.3621621621621622,0.012987012987012988,0.28735632183908044,0.04329004329004329,0.5750000000000001,0.0,0.0,0.0,0.0,1.0,0.07872696817420435,0.28,0.4621528670956808,0.5534555445028657,0.2649914334665905,0.1186,0.4621528670956808,0.2706067651691292,0.26174444444444445,0.21655668866226752,0.5566886622675464,0.0,0.09298140371925614,0.12357528494301138,0.2874997003380187,0.03119376124775045,0.2706067651691292,0.0,0.0,0.0
814,Ed Rutkowski,1968,1968,0.031413612565445025,0.007874015748031496,0.004579470568524517,0.007157683773530885,0.011757672379434038,0.41000000000000003,0.0037226163561238017,0.0,0.01639344262295082,0.027777777777777776,0.0,0.06,0.17119393556538218,0.013931888544891642,0.016411786646773594,0.08259999999999999,0.12631578947368421,0.5621951219512196,0.551219512195122,0.125609756097561,0.10795847750865051,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.01693480101608806,0.04884609939119354,0.372972972972973,0.012987012987012988,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0314070351758794,0.0,0.10861609429953027,0.19493786809404257,0.0,0.0741,0.10861609429953027,0.08332708317707942,0.12071111111111112,0.0,0.22195560887822435,0.0,0.0,0.0,0.3101221821785026,0.0737852429514097,0.08332708317707942,0.0,0.0,0.0
